SWPP,YTP,DJ,EPE,PPW,TKL1931,NWMT,BEPW
BPAT,RedB,BORA,BPAT,PPW,TKK6959,NEVP,IPCO
CISO,FOURCORNE345,DJ,WACM,PPW,TKK4589,TSGT,TSGT
SWPP,YTP,DJ,PSCO,PPW,TKK4186,NWMT,LAPT
NWMT,YTP,DJ,EPE,PPW,TKK4171,NWMT,BEPW
BPAT,YTP,DJ,PSCO,PPW,TKK3161,PSEI,PPW
BPAT,FOURCORNE345,BORA,BPAT,PPW,TKK2757,PSCO,IPCO
BPAT,BRDY,RedB,BPAT,PPW,TKK2724,IPCO,NEVP
CISO,BRDY,BPAT.NWMT,AVRN,PPW,TKJ9618,PPW,PPW
CISO,RedB,BRDY,AVRN,PPW,TKJ9618,NEVP,PPW
AVRN,BORA,FOURCORNE345,EPE,PPW,TKJ8544,IPCO,PNM
AVRN,BPAT.NWMT,BRDY,EPE,PPW,TKJ8541,PPW,PPW
AVRN,BRDY,FOURCORNE345,EPE,PPW,TKJ8541,PPW,PNM
CISO,RedB,BRDY,NWMT,PPW,TKI2623,NEVP,PPW
CISO,GON.PAV,BPAT.NWMT,NWMT,PPW,TKI2621,NEVP,NWMT
IPCO,BORA,RedB,CISO,PPW,TKI2579,IPCO,NEVP
WACM,FOURCORNE345,BRDY,BPAT,PPW,TKH8547,PSCO,PPW
CISO,RedB,BRDY,AVA,PPW,TKH7866,NEVP,PPW
CISO,JBSN,YTP,SWPP,PPW,TKH7733,PPW,NWMT
CISO,RedB,BRDY,SWPP,PPW,TKH7732,NEVP,PPW
CISO,RedB,BRDY,PSEI,PPW,TKH6771,NEVP,IPCO
CISO,RedB,BRDY,AESO,PPW,TKH6350,NEVP,IPCO
BPAT,BPAT.NWMT,BRDY,BPAT,PPW,TKH6027,PPW,PPW
SWPP,FGE,JBSN,CISO,PPW,TKH4451,CRCM,IPCO
CISO,FOURCORNE345,BRDY,PSEI,PPW,TKH3693,TEPC,IPCO
BPAT,BRDY,DJ,CISO,PPW,TKH3673,PPW,LAPT
AVA,BRDY,RedB,CISO,PPW,TKG9787,IPCO,NEVP
BPAT,JBSN,DJ,WACM,PPW,TKG8323,PPW,TSGT
CISO,RedB,BORA,BPAT,PPW,TKG4856,NEVP,IPCO
WACM,DJ,JBSN,PSEI,PPW,TKG4569,BEPW,PPW
WACM,DJ,JBSN,NWMT,PPW,TKG4275,BEPW,PPW
WACM,DJ,JBSN,AESO,PPW,TKG4274,BEPW,PPW
SWPP,FOURCORNE345,BRDY,BPAT,PPW,TKG2813,TEPC,PPW
WACM,FGE,JBSN,BPAT,PPW,TKG0836,CRCM,IPCO
NWMT,BRDY,RedB,CISO,PPW,TKF7531,NWMT,NEVP
WACM,FOURCORNE345,BRDY,AVRN,PPW,TKF7195,PNM,PPW
WACM,DJ,YTP,SWPP,PPW,TKF7134,TSGT,NWMT
WACM,FOURCORNE345,BRDY,PSEI,PPW,TKF7117,CRCM,IPCO
CISO,FGE,JBSN,BPAT,PPW,TKF6489,CRCM,IPCO
WALC,Glencanyon2,BORA,AVRN,PPW,TKF3418,CRCM,IPCO
WALC,Glencanyon2,BORA,CISO,PPW,TKF3416,CRCM,IPCO
AZPS,FOURCORNE345,BRDY,GRID,PPW,TKF0202,TEPC,IPCO
CISO,FGE,YTP,NWMT,PPW,TKE1802,CRCM,NWMT
CISO,DJ,YTP,NWMT,PPW,TKE1790,PPW,NWMT
PSCO,DJ,YTP,NWMT,PPW,TKE1400,TSGT,NWMT
CISO,FGE,DJ,NWMT,PPW,TKE1275,CRCM,PPW
WACM,DJ,YTP,NWMT,PPW,TKE1008,TSGT,NWMT
PSCO,FOURCORNE345,BORA,PSEI,PPW,TKE0428,CRCM,IPCO
SWPP,FOURCORNE345,BORA,CISO,PPW,TKD7566,TEPC,IPCO
BPAT,BORA,FOURCORNE345,CISO,PPW,TKD6866,IPCO,TEPC
SWPP,FOURCORNE345,BORA,BPAT,PPW,TKD3305,TSGT,IPCO
BPAT,BRDY,DJ,SWPP,PPW,TKD0053,IPCO,BHBE
AESO,DJ,JBSN,BPAT,PPW,TKD0052,PPW,PPW
AESO,YTP,DJ,BPAT,PPW,TKD0052,NWMT,PPW
AESO,YTP,DJ,SWPP,PPW,TKD0022,NWMT,BHBE
AESO,BRDY,RedB,CISO,PPW,TKC9967,PPW,NEVP
AESO,BRDY,FOURCORNE345,TEPC,PPW,TKC9232,NWMT,TEPC
GRID,RedB,BORA,BPAT,PPW,TKC7176,NEVP,IPCO
AZPS,BPAT.NWMT,BRDY,PACE,PPW,TKC5894,PPW,PPW
NEVP,BPAT.NWMT,BRDY,PACE,PPW,TKC5877,PPW,PPW
WALC,BPAT.NWMT,BRDY,PACE,PPW,TKC5867,PPW,PPW
CISO,Glencanyon2,BRDY,BPAT,PPW,TKC5436,CRCM,NWMT
CISO,FOURCORNE345,BRDY,GRID,PPW,TKC4769,TEPC,IPCO
GRID,RedB,BRDY,BPAT,PPW,TKC1505,NEVP,IPCO
SRP,RedB,BRDY,BPAT,PPW,TKC0979,NEVP,IPCO
AZPS,BRDY,BPAT.NWMT,AVA,PPW,TKC0968,PPW,PPW
GRID,BRDY,BPAT.NWMT,AVA,PPW,TKC0965,PPW,PPW
SRP,RedB,BRDY,AVA,PPW,TKC0938,NEVP,IPCO
AZPS,BRDY,BPAT.NWMT,CISO,PPW,TKC0902,PPW,PPW
PSCO,FOURCORNE345,BORA,AESO,PPW,TKC0537,CRCM,IPCO
PSCO,FOURCORNE345,BORA,BPAT,PPW,TKC0501,PNM,IPCO
AESO,BRDY,RedB,BPAT,PPW,TKB9318,NWMT,NEVP
WALC,FOURCORNE345,BRDY,NWMT,PPW,TKB8871,TEPC,PPW
WALC,BRDY,BPAT.NWMT,NWMT,PPW,TKB8871,PPW,PPW
NWMT,JBSN,FGE,CISO,PPW,TKB7222,PPW,CRCM
CISO,FOURCORNE345,BORA,AVRN,PPW,TKB5981,TEPC,IPCO
SRP,FOURCORNE345,BRDY,PSEI,PPW,TKB2710,TEPC,IPCO
AZPS,FOURCORNE345,BRDY,CISO,PPW,TKA4347,TEPC,IPCO
WACM,RedB,BRDY,BPAT,PPW,TKA2373,PPW,PPW
SWPP,JBSN,BORA,CISO,PPW,TJZ5362,PPW,PPW
WACM,DJ,FGE,CISO,PPW,TJZ0563,LAPT,CRCM
